"length","lib.size","E","library","target","tar.lag","rho","sd.rho","kendall.tau","significance"
25,25,2,"AgeDiversity","CV.CPUE",-4,0.238847525077865,0.150893663498371,0.178869047619048,3.57002048621403e-29
25,25,2,"AgeDiversity","CV.CPUE",-3,0.365706489938972,0.156210981760759,4.96031746031189e-05,1.90053098276754e-42
25,25,2,"AgeDiversity","CV.CPUE",-2,0.0342485739420995,0.179860383744067,0.0126653439153439,0.0298954070693799
25,25,2,"AgeDiversity","CV.CPUE",-1,0.134630077447294,0.17257715576958,0.108680555555555,3.19196307291937e-12
25,25,2,"AgeDiversity","CV.CPUE",0,0.0758004154789527,0.253805903891748,0.612202380952381,0.00177809655189775
25,25,2,"AgeDiversity","Abundance",-4,-0.0299822662495142,0.134371384577373,0.0141369047619047,0.986041440906066
25,25,2,"AgeDiversity","Abundance",-3,0.177694495759767,0.153308645801411,0.0141369047619047,1.93634746306397e-20
25,25,2,"AgeDiversity","Abundance",-2,-0.151916851526171,0.146651135789681,0.548412698412698,1
25,25,2,"AgeDiversity","Abundance",-1,0.15403964571688,0.188901343222781,0.108680555555555,5.59472181626463e-13
25,25,2,"AgeDiversity","Abundance",0,0.281909087791486,0.138108143516884,0.275099206349206,1.47676651639391e-37
25,25,3,"AgeDiversity","AMO",-4,-0.196591008513409,0.255955839435603,0.476708553791887,0.99999999999424
25,25,3,"AgeDiversity","AMO",-3,-0.313072877983777,0.185800765964421,0.00588624338624339,1
25,25,3,"AgeDiversity","AMO",-2,-0.365254029267526,0.132143867368755,0.00588624338624339,1
25,25,3,"AgeDiversity","AMO",-1,-0.240475298815765,0.145547376948017,0.00588624338624339,1
25,25,3,"AgeDiversity","AMO",0,0.00637779958206685,0.159419381277213,0.0446152998236331,0.344985554485293
25,25,4,"AgeDiversity","SBT",-4,0.0810278006140915,0.195085880862122,0.00173611111111116,3.47652390762828e-05
25,25,4,"AgeDiversity","SBT",-3,0.156678799218644,0.114903829225094,0.0141369047619047,9.26332451181047e-25
25,25,4,"AgeDiversity","SBT",-2,0.248589703096378,0.134332128145554,0.000396825396825395,3.29497212837304e-34
25,25,4,"AgeDiversity","SBT",-1,0.254853574359403,0.109385996652107,0.000396825396825395,2.84766895732798e-42
25,25,4,"AgeDiversity","SBT",0,-0.0719254176318511,0.215002089304683,0.0141369047619047,0.999418981148388
25,25,7,"AgeDiversity","CVofSBT",-4,-0.0669639815218385,0.171028067692255,0.0301587301587301,0.999917032625353
25,25,7,"AgeDiversity","CVofSBT",-3,-0.219593582548393,0.134030609502017,0.381349206349206,1
25,25,7,"AgeDiversity","CVofSBT",-2,-0.0125643329280877,0.107199559822128,0.0107142857142857,0.878005261674309
25,25,7,"AgeDiversity","CVofSBT",-1,-0.0527152382960174,0.110369872480907,0.381349206349206,0.999996902930297
25,25,7,"AgeDiversity","CVofSBT",0,-0.229232756045508,0.159553653126088,0.772619047619048,1
25,25,5,"AgeDiversity","SST",-4,-0.165048289556275,0.156803452128661,1,1
25,25,5,"AgeDiversity","SST",-3,-0.00837535487332002,0.142979710306119,0.0141369047619047,0.720319204669873
25,25,5,"AgeDiversity","SST",-2,0.076624529433851,0.142969846457086,0.00550595238095242,2.72704809073934e-07
25,25,5,"AgeDiversity","SST",-1,-0.0209604322672546,0.165379008428307,4.96031746031189e-05,0.896010499133672
25,25,5,"AgeDiversity","SST",0,-0.19533228517215,0.167861898641138,0.0311507936507935,1
25,25,6,"AgeDiversity","CVofSST",-4,-0.0783256542660609,0.169846240724494,0.548412698412698,0.999994017878043
25,25,6,"AgeDiversity","CVofSST",-3,-0.0137024045065148,0.118290919445049,0.0610119047619047,0.875249055668209
25,25,6,"AgeDiversity","CVofSST",-2,0.0696063301782082,0.127875107276628,0.00173611111111116,1.90115540767206e-07
25,25,6,"AgeDiversity","CVofSST",-1,-0.0343348148693262,0.115898240735759,0.0141369047619047,0.998089387784251
25,25,6,"AgeDiversity","CVofSST",0,-0.344948842729602,0.16612024865836,1,1
25,25,6,"AgeDiversity","F",-4,-0.366721174132136,0.13009429915492,0.0610119047619048,1
25,25,6,"AgeDiversity","F",-3,-0.246801037370311,0.131561618181717,0.108680555555555,1
25,25,6,"AgeDiversity","F",-2,-0.00111457535328685,0.127448362968684,0.00173611111111116,0.534755991332068
25,25,6,"AgeDiversity","F",-1,-0.11953868738662,0.104361141400737,0.00173611111111116,1
25,25,6,"AgeDiversity","F",0,-0.313236508928273,0.12714874165027,0.398759920634921,1
25,25,2,"AgeDiversity","CV.CPUE",-4,0.24624864689288,0.125481905222482,0.0610119047619047,3.38657421797344e-36
25,25,2,"AgeDiversity","CV.CPUE",-3,0.317875417600303,0.172727674394793,0.00550595238095242,5.04775151161936e-34
25,25,2,"AgeDiversity","CV.CPUE",-2,0.000530491351098248,0.179801627015889,0.0141369047619047,0.488260910057239
25,25,2,"AgeDiversity","CV.CPUE",-1,0.1290682093479,0.18766442349851,0.0247409611992946,2.7716010378854e-10
25,25,2,"AgeDiversity","CV.CPUE",0,0.134517859498995,0.269606661116679,0.919455467372134,1.29623987906728e-06
25,25,2,"AgeDiversity","Abundance",-4,0.00151576949377674,0.133869977043975,0.0311507936507935,0.455039942461728
25,25,2,"AgeDiversity","Abundance",-3,0.187043057459589,0.172144933895867,0.00173611111111116,7.14760409008552e-19
25,25,2,"AgeDiversity","Abundance",-2,-0.169505815543296,0.147233057382942,0.178869047619048,1
25,25,2,"AgeDiversity","Abundance",-1,0.124883135619681,0.19915229196565,0.108680555555555,4.72818929969414e-09
