"length","lib.size","E","library","target","tar.lag","rho","sd.rho","kendall.tau","significance"
25,25,3,"AgeDiversity","CV.CPUE",-4,0.345312696892132,0.116793785276653,5.51146384486501e-06,3.11791773187563e-51
25,25,3,"AgeDiversity","CV.CPUE",-3,0.235912241881359,0.154128570511822,0.00242504409171085,3.81625776470129e-28
25,25,3,"AgeDiversity","CV.CPUE",-2,0.368637597267046,0.115697774688803,0.000242504409171174,3.81202814947098e-54
25,25,3,"AgeDiversity","CV.CPUE",-1,0.27917530008672,0.151080018393939,0.00085427689594364,3.68645765279692e-34
25,25,3,"AgeDiversity","CV.CPUE",0,0.190386346889748,0.138899008467017,0.00550595238095242,6.60210840455184e-25
25,25,5,"AgeDiversity","Abundance",-4,-0.0799929845611827,0.179277807875539,0.275099206349206,0.999989244945799
25,25,5,"AgeDiversity","Abundance",-3,0.149696667129493,0.176160198220533,0.000396825396825395,1.01803064101109e-13
25,25,5,"AgeDiversity","Abundance",-2,0.0256128095749175,0.202805779390318,0.719543650793651,0.104791642177574
25,25,5,"AgeDiversity","Abundance",-1,-0.152263137155986,0.156265484209448,0.0610119047619048,1
25,25,5,"AgeDiversity","Abundance",0,0.23198523965268,0.162592053718927,0.000396825396825395,4.66411131923669e-26
25,25,3,"AgeDiversity","AMO",-4,-0.390425844883753,0.15977987486636,0.000854276895943563,1
25,25,3,"AgeDiversity","AMO",-3,0.104695556396769,0.161007343546478,4.96031746031189e-05,1.61773523358695e-09
25,25,3,"AgeDiversity","AMO",-2,0.0519253081824997,0.11601552811086,0.00588624338624344,1.01947988441367e-05
25,25,3,"AgeDiversity","AMO",-1,-0.0517595935447685,0.124323469484858,0.358487654320988,0.99996648752096
25,25,3,"AgeDiversity","AMO",0,0.010957587377586,0.128132005811101,0.00242504409171085,0.197258318424541
25,25,4,"AgeDiversity","SBT",-4,0.179563467418601,0.107059475205076,0.178869047619048,5.40846594667776e-31
25,25,4,"AgeDiversity","SBT",-3,-0.0246873580520504,0.145729438447015,0.108680555555555,0.953300550186422
25,25,4,"AgeDiversity","SBT",-2,-0.157484175840267,0.152761788307929,1,1
25,25,4,"AgeDiversity","SBT",-1,-0.0478468081204003,0.147043377013093,0.00173611111111116,0.999221103350829
25,25,4,"AgeDiversity","SBT",0,0.160083701151229,0.177330648526895,0.000396825396825395,7.22102120982145e-15
25,25,7,"AgeDiversity","CVofSBT",-4,-0.165275431857302,0.188344855310832,0.0107142857142857,0.999999999999974
25,25,7,"AgeDiversity","CVofSBT",-3,-0.20002886190744,0.121432154827692,0.000396825396825395,1
25,25,7,"AgeDiversity","CVofSBT",-2,-0.195291050698629,0.135224914292646,0.0107142857142857,1
25,25,7,"AgeDiversity","CVofSBT",-1,-0.178334536956154,0.129096539992951,0.00277777777777777,1
25,25,7,"AgeDiversity","CVofSBT",0,-0.109767914730386,0.180173803459898,0.0107142857142857,0.999999989316565
25,25,5,"AgeDiversity","SST",-4,-0.0820466980145334,0.145815743604509,0.904861111111111,0.999999914471954
25,25,5,"AgeDiversity","SST",-3,0.219070398633109,0.12924110837687,4.96031746031189e-05,2.48236723076051e-31
25,25,5,"AgeDiversity","SST",-2,0.0726779986470027,0.119935355940343,0.00173611111111116,1.23850714324295e-08
25,25,5,"AgeDiversity","SST",-1,0.100908776489517,0.150993132500027,0.000396825396825395,6.95127764367817e-10
25,25,5,"AgeDiversity","SST",0,-0.186522187478369,0.112692268759143,0.0610119047619047,1
25,25,6,"AgeDiversity","CVofSST",-4,0.164609657859441,0.14537391260446,0.000396825396825395,7.30008963018419e-20
25,25,6,"AgeDiversity","CVofSST",-3,-0.0525548025841892,0.213801095385683,0.00173611111111116,0.992148005069533
25,25,6,"AgeDiversity","CVofSST",-2,-0.062284915449537,0.13648861088727,0.000396825396825395,0.999992765066822
25,25,6,"AgeDiversity","CVofSST",-1,-0.165343423980667,0.160850069965249,4.96031746031189e-05,1
25,25,6,"AgeDiversity","CVofSST",0,0.184987940872524,0.13602570124456,4.96031746031189e-05,1.10050626249487e-24
25,25,5,"AgeDiversity","F",-4,-0.263266865266739,0.137495189363758,0.178869047619048,1
25,25,5,"AgeDiversity","F",-3,-0.548646789780962,0.0996859796736554,0.00173611111111111,1
25,25,5,"AgeDiversity","F",-2,-0.504402109447465,0.144156255660969,0.00173611111111111,1
25,25,5,"AgeDiversity","F",-1,-0.405600905553295,0.156429767210237,0.0610119047619048,1
25,25,5,"AgeDiversity","F",0,-0.109654229428815,0.190259158283605,0.0311507936507935,0.99999995320606
25,25,3,"AgeDiversity","CV.CPUE",-4,0.335519919822711,0.140455083729755,5.51146384486501e-06,3.47382407870369e-43
25,25,3,"AgeDiversity","CV.CPUE",-3,0.238237668504839,0.144787293500766,0.00085427689594364,2.19231771883172e-30
25,25,3,"AgeDiversity","CV.CPUE",-2,0.393648784924591,0.105576959359469,4.96031746031189e-05,2.18419481259733e-60
25,25,3,"AgeDiversity","CV.CPUE",-1,0.24711819345974,0.1323395387849,0.00242504409171085,1.64426680315873e-34
25,25,3,"AgeDiversity","CV.CPUE",0,0.176404245243805,0.131409472850148,0.00085427689594364,2.54421891769761e-24
25,25,5,"AgeDiversity","Abundance",-4,-0.059092100667684,0.161901025292949,0.719543650793651,0.999789451471229
25,25,5,"AgeDiversity","Abundance",-3,0.16395299927634,0.15649484368283,0.00173611111111116,5.004309322715e-18
25,25,5,"AgeDiversity","Abundance",-2,0.0605230563076492,0.17894867810969,0.275099206349206,0.000515544262109241
