"length","lib.size","E","library","target","tar.lag","rho","sd.rho","kendall.tau","significance"
50,50,4,"cv","Shannon.age",-8,-0.128774972002502,0.116692631676887,0.0151553436376983,1
50,50,4,"cv","Shannon.age",-7,-0.125149783320851,0.0838417364656489,0.0114805970670177,1
50,50,4,"cv","Shannon.age",-6,0.0630857562490901,0.0899258820679137,3.98309214499903e-08,1.43873545482345e-10
50,50,4,"cv","Shannon.age",-5,0.152259408539344,0.0878201191144601,1.43717926448517e-08,4.63678011142724e-32
50,50,4,"cv","Shannon.age",-4,0.405167284796556,0.0659537260050292,7.63760166222482e-11,6.07669478482878e-81
50,50,4,"cv","Shannon.age",-3,0.31810789451691,0.0960055158235859,4.72556482833397e-09,1.0982942436457e-55
50,50,4,"cv","Shannon.age",-2,0.188213033432349,0.0924376416641022,0.0326257135943189,1.80543974120526e-37
50,50,4,"cv","Shannon.age",-1,0.0270965556545,0.104897818378464,0.228133658769073,0.00562623817223346
50,50,4,"cv","Shannon.age",0,0.0221327706759188,0.104272701910678,1.17934845844658e-06,0.0181415802486895
50,50,5,"cv","Total.CPUE",-8,-0.0449493804456625,0.111060090769455,2.44193725018604e-07,0.999948562189138
50,50,5,"cv","Total.CPUE",-7,-0.14800083345345,0.0887202992043276,0.625866196387911,1
50,50,5,"cv","Total.CPUE",-6,-0.0108909448892806,0.0842855534511516,8.26619198137646e-05,0.900343086174129
50,50,5,"cv","Total.CPUE",-5,0.287929094821233,0.0896197469445981,3.98309214499903e-08,1.79979119237825e-54
50,50,5,"cv","Total.CPUE",-4,0.315338181717646,0.0636097531332845,5.50848431757345e-07,5.19152147502053e-72
50,50,5,"cv","Total.CPUE",-3,0.273265827767347,0.0726444793006913,0.450284886272046,9.6310948863803e-61
50,50,5,"cv","Total.CPUE",-2,0.190050747439889,0.0783166799208386,0.139049963024319,9.16053473073391e-44
50,50,5,"cv","Total.CPUE",-1,0.126681257374526,0.100531421562155,0.0197806317594083,1.35179506586008e-22
50,50,5,"cv","Total.CPUE",0,-0.103778212644884,0.115312349247698,0.56426737864644,0.999999999999992
50,50,6,"cv","AMO",-8,-0.160086735626717,0.110678208481713,0.228133658769073,1
50,50,6,"cv","AMO",-7,-0.0533563934445384,0.0941718508628506,8.26619198137646e-05,0.99999992798198
50,50,6,"cv","AMO",-6,-0.131593887317706,0.0910924786933899,0.00635528422852749,1
50,50,6,"cv","AMO",-5,-0.11853186744216,0.106681376593876,0.000773831095311373,1
50,50,6,"cv","AMO",-4,-0.219608266849457,0.114931743494389,0.894351259969982,1
50,50,6,"cv","AMO",-3,-0.115891481104053,0.0897319810838455,2.8762465771548e-05,1
50,50,6,"cv","AMO",-2,-0.174739230914286,0.0841064763706365,0.0151553436376983,1
50,50,6,"cv","AMO",-1,-0.0242254630756733,0.0948395860534361,3.98309214499903e-08,0.99391898326709
50,50,6,"cv","AMO",0,-0.114243593689665,0.121728111470711,0.0151553436376983,0.999999999999999
50,50,9,"cv","MeanBT",-8,0.11850322445721,0.0827160807410593,7.63760166222482e-11,3.54436723546884e-26
50,50,9,"cv","MeanBT",-7,0.148635570767855,0.0997282704889607,1.38948963446239e-09,2.41721857296577e-27
50,50,9,"cv","MeanBT",-6,0.138230516189904,0.0860938726350463,1.02027024606599e-07,1.28986520481308e-29
50,50,9,"cv","MeanBT",-5,0.16302952017512,0.0936396197766111,4.72556482833397e-09,3.39125625010719e-32
50,50,9,"cv","MeanBT",-4,0.169634623676596,0.0834329831199864,4.72556482833397e-09,2.02564385492749e-37
50,50,9,"cv","MeanBT",-3,0.170068724244114,0.0737107843077136,4.72556482833397e-09,6.44524823579275e-42
50,50,9,"cv","MeanBT",-2,0.201347019688601,0.0799947153305691,1.52944323872362e-12,4.05426812100557e-45
50,50,9,"cv","MeanBT",-1,0.159041332067519,0.0904829909477283,1.38948963446239e-09,1.65945308652816e-32
50,50,9,"cv","MeanBT",0,0.16984770894011,0.0791623172174208,3.5587999214215e-10,2.61342758403477e-39
50,50,9,"cv","CVofBT",-8,-0.131892760614248,0.10784369062874,0.0516768954242628,1
50,50,9,"cv","CVofBT",-7,0.0514570291516354,0.095439741489316,1.43717926448517e-08,2.3760741168958e-07
